program-name,optimization-name,execution-time
constant-folding-conditional.lisp,Constant propagation,708778.4000759711
constant-folding-conditional.lisp,Constant propagation and CSE,696012.0001167525
constant-folding-conditional.lisp,Constant propagation and CSE and Peephole,693574.5001101168
constant-folding-conditional.lisp,Constant propagation and Inlining and CSE,701284.3001575675
constant-folding-conditional.lisp,Constant propagation and Inlining and CSE and Peephole,697824.3996854872
constant-folding-conditional.lisp,Constant propagation and Inlining and Peephole,693416.200010688
constant-folding-conditional.lisp,Constant propagation and inlining,695112.2999453219
constant-folding-conditional.lisp,Inlining,700787.9001321271
constant-folding-conditional.lisp,Inlining and CSE,709558.3001500927
constant-folding-conditional.lisp,Inlining and CSE and Peephole,700133.700229344
constant-folding-conditional.lisp,Inlining and Peephole,705117.4998196075
constant-folding-conditional.lisp,No optimizations,770420.2998866094
constant-folding-conditional.lisp,Peephole,704227.899768739
constant-folding-if.lisp,CSE and Peephole,705599.9001750024
constant-folding-if.lisp,Common subexpression elimination,694301.30024557
constant-folding-if.lisp,Constant Propagation and Peephole,687842.799743521
constant-folding-if.lisp,Constant propagation,891631.999911624
constant-folding-if.lisp,Constant propagation and CSE,697100.099932868
constant-folding-if.lisp,Constant propagation and CSE and Peephole,707902.1997924428
constant-folding-if.lisp,Constant propagation and Inlining and CSE,714047.2000173759
constant-folding-if.lisp,Constant propagation and Inlining and CSE and Peephole,697371.099886368
constant-folding-if.lisp,Constant propagation and Inlining and Peephole,690408.9997988194
constant-folding-if.lisp,Constant propagation and inlining,690491.7001520516
constant-folding-if.lisp,Inlining,708206.199851702
constant-folding-if.lisp,Inlining and CSE,690513.800145709
constant-folding-if.lisp,Inlining and CSE and Peephole,707245.5002344213
constant-folding-if.lisp,Inlining and Peephole,702518.7002000166
constant-folding-if.lisp,No optimizations,738109.0999842854
constant-folding-if.lisp,Peephole,707931.2999849208
constant-folding-let.lisp,CSE and Peephole,710365.9001586493
constant-folding-let.lisp,Common subexpression elimination,684380.8998382883
constant-folding-let.lisp,Constant Propagation and Peephole,694694.1000933293
constant-folding-let.lisp,Constant propagation,700836.5999354282
constant-folding-let.lisp,Constant propagation and CSE,691679.4998687692
constant-folding-let.lisp,Constant propagation and CSE and Peephole,690766.70006325
constant-folding-let.lisp,Constant propagation and Inlining and CSE,714047.2000173759
constant-folding-let.lisp,Constant propagation and Inlining and CSE and Peephole,700235.9998296015
constant-folding-let.lisp,Constant propagation and Inlining and Peephole,693049.5001142845
constant-folding-let.lisp,Constant propagation and inlining,716643.0001234403
constant-folding-let.lisp,Inlining,700950.7000475423
constant-folding-let.lisp,Inlining and CSE,687988.4997033514
constant-folding-let.lisp,Inlining and CSE and Peephole,689601.5998790972
constant-folding-let.lisp,Inlining and Peephole,722932.2000057437
constant-folding-let.lisp,No optimizations,722276.0999866296
constant-folding-let.lisp,Peephole,699766.9999691425
constant-folding-mf.lisp,CSE and Peephole,888637.9000614397
constant-folding-mf.lisp,Common subexpression elimination,1003200.6000983529
constant-folding-mf.lisp,Constant Propagation and Peephole,714139.9000829551
constant-folding-mf.lisp,Constant propagation,1183352.79985331
constant-folding-mf.lisp,Constant propagation and CSE,765087.0000361465
constant-folding-mf.lisp,Constant propagation and CSE and Peephole,775175.3000775352
constant-folding-mf.lisp,Constant propagation and Inlining and CSE,761005.8000864228
constant-folding-mf.lisp,Constant propagation and Inlining and CSE and Peephole,720450.0998341246
constant-folding-mf.lisp,Constant propagation and Inlining and Peephole,724735.5999425054
constant-folding-mf.lisp,Constant propagation and inlining,728858.799993759
constant-folding-mf.lisp,Inlining,1032381.0998670524
constant-folding-mf.lisp,Inlining and CSE,713662.8999433015
constant-folding-mf.lisp,Inlining and CSE and Peephole,741085.6000205968
constant-folding-mf.lisp,Inlining and Peephole,710172.9999703821
constant-folding-mf.lisp,No optimizations,921408.4999257466
constant-folding-mf.lisp,Peephole,895562.3001384083
constant-folding-recursive.lisp,CSE and Peephole,688775.099843042
constant-folding-recursive.lisp,Common subexpression elimination,695752.6002224768
constant-folding-recursive.lisp,Constant Propagation and Peephole,688814.1000672476
constant-folding-recursive.lisp,Constant propagation,700994.4001765689
constant-folding-recursive.lisp,Constant propagation and CSE,682460.800089757
constant-folding-recursive.lisp,Constant propagation and CSE and Peephole,696326.2003409909
constant-folding-recursive.lisp,Constant propagation and Inlining and CSE,701358.500009519
constant-folding-recursive.lisp,Constant propagation and Inlining and CSE and Peephole,686576.4000394847
constant-folding-recursive.lisp,Constant propagation and Inlining and Peephole,691040.8003022894
constant-folding-recursive.lisp,Constant propagation and inlining,693642.1999853337
constant-folding-recursive.lisp,Inlining,737904.199922923
constant-folding-recursive.lisp,Inlining and CSE,706523.6000926234
constant-folding-recursive.lisp,Inlining and CSE and Peephole,696013.5000554146
constant-folding-recursive.lisp,Inlining and Peephole,705277.3002214963
constant-folding-recursive.lisp,No optimizations,749069.5999877062
constant-folding-recursive.lisp,Peephole,696421.3000173913
constant-folding-recursive2.lisp,CSE and Peephole,703957.2999929078
constant-folding-recursive2.lisp,Common subexpression elimination,689622.6001117611
constant-folding-recursive2.lisp,Constant Propagation and Peephole,701815.9001745516
constant-folding-recursive2.lisp,Constant propagation,702065.4000370996
constant-folding-recursive2.lisp,Constant propagation and CSE,701690.099958796
constant-folding-recursive2.lisp,Constant propagation and CSE and Peephole,736844.6997134015
constant-folding-recursive2.lisp,Constant propagation and Inlining and CSE,694784.6999537433
constant-folding-recursive2.lisp,Constant propagation and Inlining and CSE and Peephole,696464.99978262
constant-folding-recursive2.lisp,Constant propagation and Inlining and Peephole,691005.2001330769
constant-folding-recursive2.lisp,Constant propagation and inlining,696164.399778354
constant-folding-recursive2.lisp,Inlining,722882.699847105
constant-folding-recursive2.lisp,Inlining and CSE,694386.0000319546
constant-folding-recursive2.lisp,Inlining and CSE and Peephole,715814.4999266369
constant-folding-recursive2.lisp,Inlining and Peephole,730745.3000976238
constant-folding-recursive2.lisp,No optimizations,717607.3002483463
constant-folding-recursive2.lisp,Peephole,714546.6002839385
constant-folding-with-inlining-mf.lisp,CSE and Peephole,695777.6000490412
constant-folding-with-inlining-mf.lisp,Common subexpression elimination,714890.6999645988
constant-folding-with-inlining-mf.lisp,Constant Propagation and Peephole,727505.8000232093
constant-folding-with-inlining-mf.lisp,Constant propagation,698133.100013365
constant-folding-with-inlining-mf.lisp,Constant propagation and CSE,685627.1997094154
constant-folding-with-inlining-mf.lisp,Constant propagation and CSE and Peephole,694978.5998585867
constant-folding-with-inlining-mf.lisp,Constant propagation and Inlining and CSE,701468.700208352
constant-folding-with-inlining-mf.lisp,Constant propagation and Inlining and CSE and Peephole,698623.9000980277
constant-folding-with-inlining-mf.lisp,Constant propagation and Inlining and Peephole,739368.3998088818
constant-folding-with-inlining-mf.lisp,Constant propagation and inlining,681521.4997914154
constant-folding-with-inlining-mf.lisp,Inlining,699813.1000727881
constant-folding-with-inlining-mf.lisp,Inlining and CSE,706129.8998451093
constant-folding-with-inlining-mf.lisp,Inlining and CSE and Peephole,700264.9999776622
constant-folding-with-inlining-mf.lisp,Inlining and Peephole,699851.700119325
constant-folding-with-inlining-mf.lisp,No optimizations,761012.8002852434
constant-folding-with-inlining-mf.lisp,Peephole,704986.8003377924
constant-folding.lisp,CSE and Peephole,693467.8000106942
constant-folding.lisp,Common subexpression elimination,698114.4000747008
constant-folding.lisp,Constant Propagation and Peephole,698623.3998759417
constant-folding.lisp,Constant propagation,705310.8998661628
constant-folding.lisp,Constant propagation and CSE,697731.1997616198
constant-folding.lisp,Constant propagation and CSE and Peephole,988032.3003017111
constant-folding.lisp,Constant propagation and Inlining and CSE,725401.9001265988
constant-folding.lisp,Constant propagation and Inlining and CSE and Peephole,706330.7999487733
constant-folding.lisp,Constant propagation and Inlining and Peephole,966741.0999099957
constant-folding.lisp,Constant propagation and inlining,703861.1998723354
constant-folding.lisp,Inlining,744537.4998496845
constant-folding.lisp,Inlining and CSE,696580.6001971941
constant-folding.lisp,Inlining and CSE and Peephole,748245.9997845581
constant-folding.lisp,Inlining and Peephole,726581.4998390852
constant-folding.lisp,No optimizations,758152.5002024136
constant-folding.lisp,Peephole,694956.1000510585
constant-folding2.lisp,CSE and Peephole,666396.7000349658
constant-folding2.lisp,Common subexpression elimination,668510.7997327577
constant-folding2.lisp,Constant Propagation and Peephole,657137.9999513738
constant-folding2.lisp,Constant propagation,663919.6999458363
constant-folding2.lisp,Constant propagation and CSE,671132.6001095586
constant-folding2.lisp,Constant propagation and CSE and Peephole,704959.2000839766
constant-folding2.lisp,Constant propagation and Inlining and CSE,653726.6999657732
constant-folding2.lisp,Constant propagation and Inlining and CSE and Peephole,658093.799938797
constant-folding2.lisp,Constant propagation and Inlining and Peephole,661236.5999899339
constant-folding2.lisp,Constant propagation and inlining,658583.6999875028
constant-folding2.lisp,Inlining,674663.0999259651
constant-folding2.lisp,Inlining and CSE,658005.1998753333
constant-folding2.lisp,Inlining and CSE and Peephole,679056.9001168478
constant-folding2.lisp,Inlining and Peephole,676373.9002053626
constant-folding2.lisp,No optimizations,740060.6998999137
constant-folding2.lisp,Peephole,655682.7000167686
constant-prop-all.lisp,CSE and Peephole,701678.6999884062
constant-prop-all.lisp,Common subexpression elimination,725109.8002598155
constant-prop-all.lisp,Constant Propagation and Peephole,702631.4000540879
constant-prop-all.lisp,Constant propagation,706631.8001307081
constant-prop-all.lisp,Constant propagation and CSE,716867.4997956259
constant-prop-all.lisp,Constant propagation and CSE and Peephole,699721.899945871
constant-prop-all.lisp,Constant propagation and Inlining and CSE,689647.6999827428
constant-prop-all.lisp,Constant propagation and Inlining and CSE and Peephole,717170.999996597
constant-prop-all.lisp,Constant propagation and Inlining and Peephole,701230.2001385251
constant-prop-all.lisp,Constant propagation and inlining,711806.9999705767
constant-prop-all.lisp,Inlining,710329.2999090627
constant-prop-all.lisp,Inlining and CSE,745546.400139574
constant-prop-all.lisp,Inlining and CSE and Peephole,692257.6001670677
constant-prop-all.lisp,Inlining and Peephole,707485.9000567812
constant-prop-all.lisp,No optimizations,775489.3002129393
constant-prop-all.lisp,Peephole,710953.3999027917
constant-prop-conditional.lisp,CSE and Peephole,691989.499682677
constant-prop-conditional.lisp,Common subexpression elimination,705287.2999338433
constant-prop-conditional.lisp,Constant Propagation and Peephole,699355.7999521727
constant-prop-conditional.lisp,Constant propagation,722785.0001072511
constant-prop-conditional.lisp,Constant propagation and CSE,722923.7999126781
constant-prop-conditional.lisp,Constant propagation and CSE and Peephole,726066.6003276128
constant-prop-conditional.lisp,Constant propagation and Inlining and CSE,693120.0998224085
constant-prop-conditional.lisp,Constant propagation and Inlining and CSE and Peephole,688665.8000439638
constant-prop-conditional.lisp,Constant propagation and Inlining and Peephole,746102.4000804173
constant-prop-conditional.lisp,Constant propagation and inlining,699466.9998675818
constant-prop-conditional.lisp,Inlining,722338.7001431547
constant-prop-conditional.lisp,Inlining and CSE,701661.9998466922
constant-prop-conditional.lisp,Inlining and CSE and Peephole,691553.2001585234
constant-prop-conditional.lisp,Inlining and Peephole,705241.3002384128
constant-prop-conditional.lisp,No optimizations,751616.3001128007
constant-prop-conditional.lisp,Peephole,691898.7997778459
constant-prop-db-1.lisp,CSE and Peephole,1016048.5999222146
constant-prop-db-1.lisp,Common subexpression elimination,686682.6999612385
constant-prop-db-1.lisp,Constant Propagation and Peephole,982837.69984846
constant-prop-db-1.lisp,Constant propagation,720583.8999652769
constant-prop-db-1.lisp,Constant propagation and CSE,912068.6001551803
constant-prop-db-1.lisp,Constant propagation and CSE and Peephole,819107.5998183805
constant-prop-db-1.lisp,Constant propagation and Inlining and CSE,931865.500024287
constant-prop-db-1.lisp,Constant propagation and Inlining and CSE and Peephole,686472.7998618037
constant-prop-db-1.lisp,Constant propagation and Inlining and Peephole,1061074.5997837512
constant-prop-db-1.lisp,Constant propagation and inlining,768529.9002332613
constant-prop-db-1.lisp,Inlining,758054.2998766759
constant-prop-db-1.lisp,Inlining and CSE,972954.2001878144
constant-prop-db-1.lisp,Inlining and CSE and Peephole,750406.5997636644
constant-prop-db-1.lisp,Inlining and Peephole,1081540.7000336563
constant-prop-db-1.lisp,No optimizations,756190.3003079351
constant-prop-db-1.lisp,Peephole,697849.0000619786
constant-prop-db-2.lisp,CSE and Peephole,799416.9998710277
constant-prop-db-2.lisp,Common subexpression elimination,950897.9997917777
constant-prop-db-2.lisp,Constant Propagation and Peephole,722170.3002869617
constant-prop-db-2.lisp,Constant propagation,956732.8997945879
constant-prop-db-2.lisp,Constant propagation and CSE,730643.2002224028
constant-prop-db-2.lisp,Constant propagation and CSE and Peephole,698566.7001572438
constant-prop-db-2.lisp,Constant propagation and Inlining and CSE,983078.1000346178
constant-prop-db-2.lisp,Constant propagation and Inlining and CSE and Peephole,716001.8001741264
constant-prop-db-2.lisp,Constant propagation and Inlining and Peephole,817372.0001650508
constant-prop-db-2.lisp,Constant propagation and inlining,959226.1001671432
constant-prop-db-2.lisp,Inlining,940261.1998666544
constant-prop-db-2.lisp,Inlining and CSE,738272.4001217866
constant-prop-db-2.lisp,Inlining and CSE and Peephole,685352.5999758858
constant-prop-db-2.lisp,Inlining and Peephole,718778.000009479
constant-prop-db-2.lisp,No optimizations,1172035.2002157597
constant-prop-db-2.lisp,Peephole,928717.6999350777
constant-prop-db-3.lisp,CSE and Peephole,709794.1997926682
constant-prop-db-3.lisp,Common subexpression elimination,707060.1997838821
constant-prop-db-3.lisp,Constant Propagation and Peephole,734476.7000176944
constant-prop-db-3.lisp,Constant propagation,719569.5001428248
constant-prop-db-3.lisp,Constant propagation and CSE,695423.9001061069
constant-prop-db-3.lisp,Constant propagation and CSE and Peephole,687900.3998619737
constant-prop-db-3.lisp,Constant propagation and Inlining and CSE,696776.9000766566
constant-prop-db-3.lisp,Constant propagation and Inlining and CSE and Peephole,714216.0000512376
constant-prop-db-3.lisp,Constant propagation and Inlining and Peephole,710792.5997843267
constant-prop-db-3.lisp,Constant propagation and inlining,715864.1001296928
constant-prop-db-3.lisp,Inlining,686638.0001156358
constant-prop-db-3.lisp,Inlining and CSE,690728.5998750012
constant-prop-db-3.lisp,Inlining and CSE and Peephole,689354.2002217146
constant-prop-db-3.lisp,Inlining and Peephole,692285.6002347544
constant-prop-db-3.lisp,No optimizations,757685.999997193
constant-prop-db-3.lisp,Peephole,714881.6999688279
constant-prop-let-if-1.lisp,CSE and Peephole,687083.4000437753
constant-prop-let-if-1.lisp,Common subexpression elimination,757653.0002552317
constant-prop-let-if-1.lisp,Constant Propagation and Peephole,686068.8998131081
constant-prop-let-if-1.lisp,Constant propagation,925602.8999516275
constant-prop-let-if-1.lisp,Constant propagation and CSE,715613.5998229729
constant-prop-let-if-1.lisp,Constant propagation and CSE and Peephole,786981.300188927
constant-prop-let-if-1.lisp,Constant propagation and Inlining and CSE,684321.7001005542
constant-prop-let-if-1.lisp,Constant propagation and Inlining and CSE and Peephole,692340.699970373
constant-prop-let-if-1.lisp,Constant propagation and Inlining and Peephole,704626.1998766568
constant-prop-let-if-1.lisp,Constant propagation and inlining,690607.4002472451
constant-prop-let-if-1.lisp,Inlining,698521.8002228066
constant-prop-let-if-1.lisp,Inlining and CSE,697640.5999012059
constant-prop-let-if-1.lisp,Inlining and CSE and Peephole,739708.1000817707
constant-prop-let-if-1.lisp,Inlining and Peephole,692326.5998921124
constant-prop-let-if-1.lisp,No optimizations,745185.699997819
constant-prop-let-if-1.lisp,Peephole,723691.7001137044
constant-prop-readnum-tji6.lisp,CSE and Peephole,6374753.699856228
constant-prop-readnum-tji6.lisp,Common subexpression elimination,4986239.100253442
constant-prop-readnum-tji6.lisp,Constant Propagation and Peephole,5091969.500062987
constant-prop-readnum-tji6.lisp,Constant propagation,19558026.40004549
constant-prop-readnum-tji6.lisp,Constant propagation and CSE,5290720.700213569
constant-prop-readnum-tji6.lisp,Constant propagation and CSE and Peephole,4999460.999897565
constant-prop-readnum-tji6.lisp,Constant propagation and Inlining and CSE,4967001.299883123
constant-prop-readnum-tji6.lisp,Constant propagation and Inlining and CSE and Peephole,4989466.699771583
constant-prop-readnum-tji6.lisp,Constant propagation and Inlining and Peephole,5095674.399854033
constant-prop-readnum-tji6.lisp,Constant propagation and inlining,5541576.299947337
constant-prop-readnum-tji6.lisp,Inlining,5897219.799953746
constant-prop-readnum-tji6.lisp,Inlining and CSE,5093171.799671836
constant-prop-readnum-tji6.lisp,Inlining and CSE and Peephole,5006572.199999937
constant-prop-readnum-tji6.lisp,Inlining and Peephole,5014417.699931073
constant-prop-readnum-tji6.lisp,No optimizations,5221275.700023398
constant-prop-readnum-tji6.lisp,Peephole,5067721.30029276
constant-prop-tji6.lisp,CSE and Peephole,4888089.599990053
constant-prop-tji6.lisp,Common subexpression elimination,4873077.099910006
constant-prop-tji6.lisp,Constant Propagation and Peephole,4776872.499860474
constant-prop-tji6.lisp,Constant propagation,8083498.199994209
constant-prop-tji6.lisp,Constant propagation and CSE,5053876.899910392
constant-prop-tji6.lisp,Constant propagation and CSE and Peephole,4831947.799902991
constant-prop-tji6.lisp,Constant propagation and Inlining and CSE,4855182.699975558
constant-prop-tji6.lisp,Constant propagation and Inlining and CSE and Peephole,5272390.100071789
constant-prop-tji6.lisp,Constant propagation and Inlining and Peephole,4877657.600081875
constant-prop-tji6.lisp,Constant propagation and inlining,4915274.699669681
constant-prop-tji6.lisp,Inlining,6825098.500121385
constant-prop-tji6.lisp,Inlining and CSE,5111474.300065311
constant-prop-tji6.lisp,Inlining and CSE and Peephole,4866545.000186306
constant-prop-tji6.lisp,Inlining and Peephole,4858914.199940045
constant-prop-tji6.lisp,No optimizations,5406892.99996302
constant-prop-tji6.lisp,Peephole,4826422.599944635
constant-prop.lisp,CSE and Peephole,915313.1999482866
constant-prop.lisp,Common subexpression elimination,698694.6002143668
constant-prop.lisp,Constant Propagation and Peephole,1083107.1998836705
constant-prop.lisp,Constant propagation,723837.8999318229
constant-prop.lisp,Constant propagation and CSE,728241.0999323474
constant-prop.lisp,Constant propagation and CSE and Peephole,710261.700078263
constant-prop.lisp,Constant propagation and Inlining and CSE,700786.400193465
constant-prop.lisp,Constant propagation and Inlining and CSE and Peephole,704866.0001601093
constant-prop.lisp,Constant propagation and Inlining and Peephole,705608.4999931045
constant-prop.lisp,Constant propagation and inlining,710012.7000740031
constant-prop.lisp,Inlining,721322.8000182426
constant-prop.lisp,Inlining and CSE,977767.1999472659
constant-prop.lisp,Inlining and CSE and Peephole,740814.6000670968
constant-prop.lisp,Inlining and Peephole,975372.8001669515
constant-prop.lisp,No optimizations,744130.9000569163
constant-prop.lisp,Peephole,721930.900181178
constant-propagation1-ylu168.lisp,CSE and Peephole,4671966.399837402
constant-propagation1-ylu168.lisp,Common subexpression elimination,4782341.199825169
constant-propagation1-ylu168.lisp,Constant Propagation and Peephole,4786956.400130293
constant-propagation1-ylu168.lisp,Constant propagation,4312583.399951109
constant-propagation1-ylu168.lisp,Constant propagation and CSE,4340217.999924789
constant-propagation1-ylu168.lisp,Constant propagation and CSE and Peephole,5029314.099738258
constant-propagation1-ylu168.lisp,Constant propagation and Inlining and CSE,4371485.299998312
constant-propagation1-ylu168.lisp,Constant propagation and Inlining and CSE and Peephole,4509138.600042206
constant-propagation1-ylu168.lisp,Constant propagation and Inlining and Peephole,4489491.999993334
constant-propagation1-ylu168.lisp,Constant propagation and inlining,4239302.700079861
constant-propagation1-ylu168.lisp,Inlining,4863637.999733328
constant-propagation1-ylu168.lisp,Inlining and CSE,4729783.199945814
constant-propagation1-ylu168.lisp,Inlining and CSE and Peephole,4509817.800135352
constant-propagation1-ylu168.lisp,Inlining and Peephole,4409713.600034593
constant-propagation1-ylu168.lisp,No optimizations,4941119.000068284
constant-propagation1-ylu168.lisp,Peephole,4430475.800108979
constant-propagation2-ylu168.lisp,CSE and Peephole,4770216.200267896
constant-propagation2-ylu168.lisp,Common subexpression elimination,4751188.199952594
constant-propagation2-ylu168.lisp,Constant Propagation and Peephole,4308874.500202364
constant-propagation2-ylu168.lisp,Constant propagation,4685187.5998982
constant-propagation2-ylu168.lisp,Constant propagation and CSE,4265855.199992075
constant-propagation2-ylu168.lisp,Constant propagation and CSE and Peephole,4235415.899893269
constant-propagation2-ylu168.lisp,Constant propagation and Inlining and CSE,4349887.100033811
constant-propagation2-ylu168.lisp,Constant propagation and Inlining and CSE and Peephole,4511524.099871167
constant-propagation2-ylu168.lisp,Constant propagation and Inlining and Peephole,4465756.100034923
constant-propagation2-ylu168.lisp,Constant propagation and inlining,4396856.60021496
constant-propagation2-ylu168.lisp,Inlining,4897412.50021325
constant-propagation2-ylu168.lisp,Inlining and CSE,4682008.599775145
constant-propagation2-ylu168.lisp,Inlining and CSE and Peephole,4470416.80017719
constant-propagation2-ylu168.lisp,Inlining and Peephole,4747239.299831563
constant-propagation2-ylu168.lisp,No optimizations,4674925.399740459
constant-propagation2-ylu168.lisp,Peephole,4828943.200118374
constant_folding_and_inlining.lisp,CSE and Peephole,743576.3000103179
constant_folding_and_inlining.lisp,Common subexpression elimination,709521.2997228373
constant_folding_and_inlining.lisp,Constant Propagation and Peephole,741068.100251141
constant_folding_and_inlining.lisp,Constant propagation,738718.8001303002
constant_folding_and_inlining.lisp,Constant propagation and CSE,922134.9002473289
constant_folding_and_inlining.lisp,Constant propagation and CSE and Peephole,712264.8999938974
constant_folding_and_inlining.lisp,Constant propagation and Inlining and CSE,698185.5000049109
constant_folding_and_inlining.lisp,Constant propagation and Inlining and CSE and Peephole,761161.00026411
constant_folding_and_inlining.lisp,Constant propagation and Inlining and Peephole,723013.8999148039
constant_folding_and_inlining.lisp,Constant propagation and inlining,749665.2000554604
constant_folding_and_inlining.lisp,Inlining,729142.3997230595
constant_folding_and_inlining.lisp,Inlining and CSE,730696.3001610711
constant_folding_and_inlining.lisp,Inlining and CSE and Peephole,721176.3997474918
constant_folding_and_inlining.lisp,Inlining and Peephole,734910.5999310268
constant_folding_and_inlining.lisp,No optimizations,748359.100180096
constant_folding_and_inlining.lisp,Peephole,724297.2998938058
constant_nest_expr_2.lisp,CSE and Peephole,1007288.3000248112
constant_nest_expr_2.lisp,Common subexpression elimination,732580.2002014825
constant_nest_expr_2.lisp,Constant Propagation and Peephole,728233.6999196559
constant_nest_expr_2.lisp,Constant propagation,728839.699877426
constant_nest_expr_2.lisp,Constant propagation and CSE,718392.3000411596
constant_nest_expr_2.lisp,Constant propagation and CSE and Peephole,730929.7001484083
constant_nest_expr_2.lisp,Constant propagation and Inlining and CSE,725863.2002049126
constant_nest_expr_2.lisp,Constant propagation and Inlining and CSE and Peephole,728312.3002707725
constant_nest_expr_2.lisp,Constant propagation and Inlining and Peephole,720204.1000709869
constant_nest_expr_2.lisp,Constant propagation and inlining,762473.5000717919
constant_nest_expr_2.lisp,Inlining,710902.3001248715
constant_nest_expr_2.lisp,Inlining and CSE,704001.0001219343
constant_nest_expr_2.lisp,Inlining and CSE and Peephole,718144.3997978931
constant_nest_expr_2.lisp,Inlining and Peephole,948672.3000009079
constant_nest_expr_2.lisp,No optimizations,761060.5000081705
constant_nest_expr_2.lisp,Peephole,728741.5999599034
constant_prop1.lisp,CSE and Peephole,976537.8999873064
constant_prop1.lisp,Common subexpression elimination,1212337.7997340867
constant_prop1.lisp,Constant Propagation and Peephole,1896022.9001095288
constant_prop1.lisp,Constant propagation,968094.2002887605
constant_prop1.lisp,Constant propagation and CSE,1084085.600086837
constant_prop1.lisp,Constant propagation and CSE and Peephole,925839.800038375
constant_prop1.lisp,Constant propagation and Inlining and CSE,975682.3001225712
constant_prop1.lisp,Constant propagation and Inlining and CSE and Peephole,693590.5999853276
constant_prop1.lisp,Constant propagation and Inlining and Peephole,986081.6997388611
constant_prop1.lisp,Constant propagation and inlining,946848.9999562735
constant_prop1.lisp,Inlining,1090225.0000071945
constant_prop1.lisp,Inlining and CSE,963721.8998250319
constant_prop1.lisp,Inlining and CSE and Peephole,710895.799784339
constant_prop1.lisp,Inlining and Peephole,977973.4999028733
constant_prop1.lisp,No optimizations,1072208.0001869472
constant_prop1.lisp,Peephole,1081235.200035735
constant_prop2.lisp,CSE and Peephole,1065187.2999005718
constant_prop2.lisp,Common subexpression elimination,898637.6000393648
constant_prop2.lisp,Constant Propagation and Peephole,897285.0002464838
constant_prop2.lisp,Constant propagation,709305.3998687537
constant_prop2.lisp,Constant propagation and CSE,930815.6000770396
constant_prop2.lisp,Constant propagation and CSE and Peephole,903490.600103396
constant_prop2.lisp,Constant propagation and Inlining and CSE,907520.1000086963
constant_prop2.lisp,Constant propagation and Inlining and CSE and Peephole,1465698.500032886
constant_prop2.lisp,Constant propagation and Inlining and Peephole,912369.1997956485
constant_prop2.lisp,Constant propagation and inlining,1301557.1999858366
constant_prop2.lisp,Inlining,706965.4999213526
constant_prop2.lisp,Inlining and CSE,1815348.8999814726
constant_prop2.lisp,Inlining and CSE and Peephole,944186.5000553662
constant_prop2.lisp,Inlining and Peephole,986946.2999631651
constant_prop2.lisp,No optimizations,736609.2999291141
constant_prop2.lisp,Peephole,987816.9999865349
constant_propagation_test.lisp,CSE and Peephole,2828959.9002164323
constant_propagation_test.lisp,Common subexpression elimination,2859786.999761127
constant_propagation_test.lisp,Constant Propagation and Peephole,2642857.200044091
constant_propagation_test.lisp,Constant propagation,2725572.000053944
constant_propagation_test.lisp,Constant propagation and CSE,3748688.3000383386
constant_propagation_test.lisp,Constant propagation and CSE and Peephole,2827307.900224696
constant_propagation_test.lisp,Constant propagation and Inlining and CSE,2861232.2003027657
constant_propagation_test.lisp,Constant propagation and Inlining and CSE and Peephole,2898046.9000089215
constant_propagation_test.lisp,Constant propagation and Inlining and Peephole,2961979.099927703
constant_propagation_test.lisp,Constant propagation and inlining,4650035.399754415
constant_propagation_test.lisp,Inlining,2910177.0000124816
constant_propagation_test.lisp,Inlining and CSE,2849934.1002316214
constant_propagation_test.lisp,Inlining and CSE and Peephole,2813839.6999565884
constant_propagation_test.lisp,Inlining and Peephole,2824089.7998330183
constant_propagation_test.lisp,No optimizations,3165404.0998546407
constant_propagation_test.lisp,Peephole,2734542.6999090705
constantpropcjeong22-1.lisp,CSE and Peephole,1687083.1001142506
constantpropcjeong22-1.lisp,Common subexpression elimination,712411.1001758138
constantpropcjeong22-1.lisp,Constant Propagation and Peephole,1016481.5001189709
constantpropcjeong22-1.lisp,Constant propagation,727740.6999492086
constantpropcjeong22-1.lisp,Constant propagation and CSE,721130.3000076441
constantpropcjeong22-1.lisp,Constant propagation and CSE and Peephole,5363116.799708223
constantpropcjeong22-1.lisp,Constant propagation and Inlining and CSE,1002121.7000030447
constantpropcjeong22-1.lisp,Constant propagation and Inlining and CSE and Peephole,1052381.3998588594
constantpropcjeong22-1.lisp,Constant propagation and Inlining and Peephole,1717571.399785811
constantpropcjeong22-1.lisp,Constant propagation and inlining,731049.9000595883
constantpropcjeong22-1.lisp,Inlining,745286.9998815004
constantpropcjeong22-1.lisp,Inlining and CSE,1000427.4998209439
constantpropcjeong22-1.lisp,Inlining and CSE and Peephole,1087223.4000999015
constantpropcjeong22-1.lisp,Inlining and Peephole,1018423.0999584543
constantpropcjeong22-1.lisp,No optimizations,759915.1998874731
constantpropcjeong22-1.lisp,Peephole,722979.8997286707
constantpropinliningcjeong22-1.lisp,CSE and Peephole,710390.8999852138
constantpropinliningcjeong22-1.lisp,Common subexpression elimination,746774.7000191594
constantpropinliningcjeong22-1.lisp,Constant Propagation and Peephole,735308.4001806565
constantpropinliningcjeong22-1.lisp,Constant propagation,691775.5999893416
constantpropinliningcjeong22-1.lisp,Constant propagation and CSE,708723.1999321375
constantpropinliningcjeong22-1.lisp,Constant propagation and CSE and Peephole,716555.3000959335
constantpropinliningcjeong22-1.lisp,Constant propagation and Inlining and CSE,743167.9001456359
