program-name,optimization-name,execution-time
mutually-recursive-funcs.lisp,Inlining and CSE,712545.4001652543
mutually-recursive-funcs.lisp,Inlining and CSE and Peephole,1028041.9999617152
mutually-recursive-funcs.lisp,Inlining and Peephole,713523.2001019176
mutually-recursive-funcs.lisp,No optimizations,744695.7999491133
mutually-recursive-funcs.lisp,Peephole,708053.999915137
nested-cse.lisp,CSE and Peephole,684607.2999906028
nested-cse.lisp,Common subexpression elimination,694999.5997274527
nested-cse.lisp,Constant Propagation and Peephole,693653.5999557236
nested-cse.lisp,Constant propagation,693965.1000720914
nested-cse.lisp,Constant propagation and CSE,707559.0998283587
nested-cse.lisp,Constant propagation and CSE and Peephole,710498.5998012125
nested-cse.lisp,Constant propagation and Inlining and CSE,684922.8997452883
nested-cse.lisp,Constant propagation and Inlining and CSE and Peephole,707213.3998008212
nested-cse.lisp,Constant propagation and Inlining and Peephole,710275.7001121063
nested-cse.lisp,Constant propagation and inlining,731755.6999623775
nested-cse.lisp,Inlining,709968.0999090197
nested-cse.lisp,Inlining and CSE,716562.3999753734
nested-cse.lisp,Inlining and CSE and Peephole,737624.1002930328
nested-cse.lisp,Inlining and Peephole,714042.0999348862
nested-cse.lisp,No optimizations,748103.2000214327
nested-cse.lisp,Peephole,698240.1999266585
nested-expr-cprop.lisp,CSE and Peephole,686897.5000543287
nested-expr-cprop.lisp,Common subexpression elimination,730200.3999939188
nested-expr-cprop.lisp,Constant Propagation and Peephole,717924.399941694
nested-expr-cprop.lisp,Constant propagation,749993.2002247078
nested-expr-cprop.lisp,Constant propagation and CSE,695866.8000152102
nested-expr-cprop.lisp,Constant propagation and CSE and Peephole,699803.0999966431
nested-expr-cprop.lisp,Constant propagation and Inlining and CSE,687945.399840828
nested-expr-cprop.lisp,Constant propagation and Inlining and CSE and Peephole,703477.9999230523
nested-expr-cprop.lisp,Constant propagation and Inlining and Peephole,692042.5999851432
nested-expr-cprop.lisp,Constant propagation and inlining,700262.5003224239
nested-expr-cprop.lisp,Inlining,714812.6998799853
nested-expr-cprop.lisp,Inlining and CSE,724092.3998324433
nested-expr-cprop.lisp,Inlining and CSE and Peephole,711117.700120667
nested-expr-cprop.lisp,Inlining and Peephole,723298.4000438591
nested-expr-cprop.lisp,No optimizations,732311.2000449328
nested-expr-cprop.lisp,Peephole,691936.8999660946
nested-inlining.lisp,CSE and Peephole,806008.3000600571
nested-inlining.lisp,Common subexpression elimination,724184.4999953173
nested-inlining.lisp,Constant Propagation and Peephole,719338.599810726
nested-inlining.lisp,Constant propagation,729672.8999790503
nested-inlining.lisp,Constant propagation and CSE,725069.7999552358
nested-inlining.lisp,Constant propagation and CSE and Peephole,730291.9999347068
nested-inlining.lisp,Constant propagation and Inlining and CSE,764552.9000001261
nested-inlining.lisp,Constant propagation and Inlining and CSE and Peephole,724686.6000059526
nested-inlining.lisp,Constant propagation and Inlining and Peephole,730268.5000468045
nested-inlining.lisp,Constant propagation and inlining,714214.9999708636
nested-inlining.lisp,Inlining,736972.8999037761
nested-inlining.lisp,Inlining and CSE,740457.9999274574
nested-inlining.lisp,Inlining and CSE and Peephole,711988.7999579078
nested-inlining.lisp,Inlining and Peephole,729775.9999346454
nested-inlining.lisp,No optimizations,756057.5002571568
nested-inlining.lisp,Peephole,719431.200195686
nested-prim.lisp,CSE and Peephole,713204.6001061099
nested-prim.lisp,Common subexpression elimination,687227.1998872748
nested-prim.lisp,Constant Propagation and Peephole,690118.4999151155
nested-prim.lisp,Constant propagation,709977.5997630786
nested-prim.lisp,Constant propagation and CSE,682465.1998613263
nested-prim.lisp,Constant propagation and CSE and Peephole,794245.3998111887
nested-prim.lisp,Constant propagation and Inlining and CSE,725792.0999109047
nested-prim.lisp,Constant propagation and Inlining and CSE and Peephole,966241.700007231
nested-prim.lisp,Constant propagation and Inlining and Peephole,705818.8999508275
nested-prim.lisp,Constant propagation and inlining,694568.2998775737
nested-prim.lisp,Inlining,678607.1000533411
nested-prim.lisp,Inlining and CSE,690654.0002091788
nested-prim.lisp,Inlining and CSE and Peephole,948978.4999459516
nested-prim.lisp,Inlining and Peephole,720682.6001493027
nested-prim.lisp,No optimizations,734871.600070619
nested-prim.lisp,Peephole,710291.6999428999
nested-prims.lisp,CSE and Peephole,1002813.9000496594
nested-prims.lisp,Common subexpression elimination,740303.199927439
nested-prims.lisp,Constant Propagation and Peephole,990803.4997351933
nested-prims.lisp,Constant propagation,703805.5999146309
nested-prims.lisp,Constant propagation and CSE,912746.399990283
nested-prims.lisp,Constant propagation and CSE and Peephole,1298388.4000277612
nested-prims.lisp,Constant propagation and Inlining and CSE,1146127.7998023434
nested-prims.lisp,Constant propagation and Inlining and CSE and Peephole,1397521.2998047937
nested-prims.lisp,Constant propagation and Inlining and Peephole,1054745.8001383347
nested-prims.lisp,Constant propagation and inlining,698338.8000662671
nested-prims.lisp,Inlining,722809.1002616566
nested-prims.lisp,Inlining and CSE,988719.5999908727
nested-prims.lisp,Inlining and CSE and Peephole,1383302.7998771286
nested-prims.lisp,Inlining and Peephole,993654.7998222522
nested-prims.lisp,No optimizations,743655.3998559248
nested-prims.lisp,Peephole,714704.4001612812
nested_if.lisp,CSE and Peephole,716671.1002355441
nested_if.lisp,Common subexpression elimination,752393.6998040881
nested_if.lisp,Constant Propagation and Peephole,705198.6998703796
nested_if.lisp,Constant propagation,746402.0000043092
nested_if.lisp,Constant propagation and CSE,715131.7000534618
nested_if.lisp,Constant propagation and CSE and Peephole,721780.599997146
nested_if.lisp,Constant propagation and Inlining and CSE,739893.3998047141
nested_if.lisp,Constant propagation and Inlining and CSE and Peephole,713737.600017339
nested_if.lisp,Constant propagation and Inlining and Peephole,716254.7000916675
nested_if.lisp,Constant propagation and inlining,714674.9001549324
nested_if.lisp,Inlining,705861.8997689337
nested_if.lisp,Inlining and CSE,895920.9000749979
nested_if.lisp,Inlining and CSE and Peephole,726439.2999786651
nested_if.lisp,Inlining and Peephole,735417.5999353174
nested_if.lisp,No optimizations,759121.2997795083
nested_if.lisp,Peephole,714750.0000428408
nestiffold.lisp,CSE and Peephole,1147039.6002550842
nestiffold.lisp,Common subexpression elimination,691984.9998666905
nestiffold.lisp,Constant Propagation and Peephole,697047.4998524878
nestiffold.lisp,Constant propagation,735212.699873955
nestiffold.lisp,Constant propagation and CSE,695941.3996810326
nestiffold.lisp,Constant propagation and CSE and Peephole,750925.999818719
nestiffold.lisp,Constant propagation and Inlining and CSE,801537.7999981865
nestiffold.lisp,Constant propagation and Inlining and CSE and Peephole,689519.4001117488
nestiffold.lisp,Constant propagation and Inlining and Peephole,705096.0000924533
nestiffold.lisp,Constant propagation and inlining,757411.4999442827
nestiffold.lisp,Inlining,681061.7000155617
nestiffold.lisp,Inlining and CSE,698435.099911876
nestiffold.lisp,Inlining and CSE and Peephole,743325.9001118131
nestiffold.lisp,Inlining and Peephole,863318.1001641788
nestiffold.lisp,No optimizations,730696.699974942
nestiffold.lisp,Peephole,694158.099940978
new-inline-vars.lisp,CSE and Peephole,985651.8998276442
new-inline-vars.lisp,Common subexpression elimination,708941.6998496745
new-inline-vars.lisp,Constant Propagation and Peephole,749456.6998502705
new-inline-vars.lisp,Constant propagation,705465.7002299791
new-inline-vars.lisp,Constant propagation and CSE,701719.7000095621
new-inline-vars.lisp,Constant propagation and CSE and Peephole,722314.9998026202
new-inline-vars.lisp,Constant propagation and Inlining and CSE,708399.1000399692
new-inline-vars.lisp,Constant propagation and Inlining and CSE and Peephole,700950.7000475423
new-inline-vars.lisp,Constant propagation and Inlining and Peephole,701875.0002316665
new-inline-vars.lisp,Constant propagation and inlining,712808.2997951424
new-inline-vars.lisp,Inlining,688077.7000333183
new-inline-vars.lisp,Inlining and CSE,686449.7001515701
new-inline-vars.lisp,Inlining and CSE and Peephole,695464.499949594
new-inline-vars.lisp,Inlining and Peephole,1025845.3999995254
new-inline-vars.lisp,No optimizations,738446.199829923
new-inline-vars.lisp,Peephole,685723.399874405
non-unique-names-1.lisp,CSE and Peephole,699046.2003159337
non-unique-names-1.lisp,Common subexpression elimination,715192.8999519441
non-unique-names-1.lisp,Constant Propagation and Peephole,693648.1000593631
non-unique-names-1.lisp,Constant propagation,702963.0000033649
non-unique-names-1.lisp,Constant propagation and CSE,696513.0000025965
non-unique-names-1.lisp,Constant propagation and CSE and Peephole,695706.9999771193
non-unique-names-1.lisp,Constant propagation and Inlining and CSE,703066.7002254631
non-unique-names-1.lisp,Constant propagation and Inlining and CSE and Peephole,693822.9002116714
non-unique-names-1.lisp,Constant propagation and Inlining and Peephole,702420.0000159908
non-unique-names-1.lisp,Constant propagation and inlining,700774.89981486
non-unique-names-1.lisp,Inlining,703256.4997643931
non-unique-names-1.lisp,Inlining and CSE,721983.0000394722
non-unique-names-1.lisp,Inlining and CSE and Peephole,703207.9000055091
non-unique-names-1.lisp,Inlining and Peephole,759429.2997964658
non-unique-names-1.lisp,No optimizations,723799.8997879913
non-unique-names-1.lisp,Peephole,718355.7001553709
non-unique-names.lisp,CSE and Peephole,694812.8000658471
non-unique-names.lisp,Common subexpression elimination,710354.300099425
non-unique-names.lisp,Constant Propagation and Peephole,691960.4998984141
non-unique-names.lisp,Constant propagation,731179.2000109563
non-unique-names.lisp,Constant propagation and CSE,686123.6000986537
non-unique-names.lisp,Constant propagation and CSE and Peephole,716346.999979578
non-unique-names.lisp,Constant propagation and Inlining and CSE,723285.4000903899
non-unique-names.lisp,Constant propagation and Inlining and CSE and Peephole,681871.100096032
non-unique-names.lisp,Constant propagation and Inlining and Peephole,714507.0998376468
non-unique-names.lisp,Constant propagation and inlining,698610.3999224724
non-unique-names.lisp,Inlining,699339.1998548759
non-unique-names.lisp,Inlining and CSE,689873.4998685541
non-unique-names.lisp,Inlining and CSE and Peephole,691602.6999533642
non-unique-names.lisp,Inlining and Peephole,684671.4000857901
non-unique-names.lisp,No optimizations,736252.6001088554
non-unique-names.lisp,Peephole,689977.7999933576
noop-1.lisp,CSE and Peephole,786150.1999286702
noop-1.lisp,Common subexpression elimination,759761.999870534
noop-1.lisp,Constant Propagation and Peephole,765828.3000637311
noop-1.lisp,Constant propagation,758692.4999486655
noop-1.lisp,Constant propagation and CSE,764658.6000191746
noop-1.lisp,Constant propagation and CSE and Peephole,789321.1000919109
noop-1.lisp,Constant propagation and Inlining and CSE,769603.300068411
noop-1.lisp,Constant propagation and Inlining and CSE and Peephole,786439.8001402151
noop-1.lisp,Constant propagation and Inlining and Peephole,764953.7001270801
noop-1.lisp,Constant propagation and inlining,755475.5000455771
noop-1.lisp,Inlining,792921.3999886997
noop-1.lisp,Inlining and CSE,778348.099993309
noop-1.lisp,Inlining and CSE and Peephole,762945.3997651581
noop-1.lisp,Inlining and Peephole,813788.300001761
noop-1.lisp,No optimizations,792471.3998363586
noop-1.lisp,Peephole,783153.0998373637
noop-2.lisp,CSE and Peephole,792045.7002910553
noop-2.lisp,Common subexpression elimination,796327.1000335226
noop-2.lisp,Constant Propagation and Peephole,836566.6999452515
noop-2.lisp,Constant propagation,794195.6999275135
noop-2.lisp,Constant propagation and CSE,769616.8999245856
noop-2.lisp,Constant propagation and CSE and Peephole,878574.0999883274
noop-2.lisp,Constant propagation and Inlining and CSE,789476.2999058003
noop-2.lisp,Constant propagation and Inlining and CSE and Peephole,787822.7999754017
noop-2.lisp,Constant propagation and Inlining and Peephole,883099.6001051972
noop-2.lisp,Constant propagation and inlining,797001.4998136321
noop-2.lisp,Inlining,828815.8001960255
noop-2.lisp,Inlining and CSE,797286.4998009754
noop-2.lisp,Inlining and CSE and Peephole,813167.6997436443
noop-2.lisp,Inlining and Peephole,791363.4999567876
noop-2.lisp,No optimizations,891660.599882016
noop-2.lisp,Peephole,820415.599810076
noop-3.lisp,CSE and Peephole,792570.2000648016
noop-3.lisp,Common subexpression elimination,865872.3996632034
noop-3.lisp,Constant Propagation and Peephole,786991.2002206547
noop-3.lisp,Constant propagation,806465.6001806725
noop-3.lisp,Constant propagation and CSE,786737.8000810277
noop-3.lisp,Constant propagation and CSE and Peephole,1217012.5999546144
noop-3.lisp,Constant propagation and Inlining and CSE,802494.700110401
noop-3.lisp,Constant propagation and Inlining and CSE and Peephole,1275058.8000926655
noop-3.lisp,Constant propagation and Inlining and Peephole,793995.3000459354
noop-3.lisp,Constant propagation and inlining,783928.09991783
noop-3.lisp,Inlining,846748.1999105075
noop-3.lisp,Inlining and CSE,792299.2001113016
noop-3.lisp,Inlining and CSE and Peephole,1324347.8002550546
noop-3.lisp,Inlining and Peephole,791442.9999800632
noop-3.lisp,No optimizations,849999.7999024345
noop-3.lisp,Peephole,781599.2001269478
noop-compare-1.lisp,CSE and Peephole,751486.5999837639
noop-compare-1.lisp,Common subexpression elimination,807473.0998487212
noop-compare-1.lisp,Constant Propagation and Peephole,749009.3998058
noop-compare-1.lisp,Constant propagation,780636.4003045019
noop-compare-1.lisp,Constant propagation and CSE,749161.1999284942
noop-compare-1.lisp,Constant propagation and CSE and Peephole,785514.999734005
noop-compare-1.lisp,Constant propagation and Inlining and CSE,901565.5003167922
noop-compare-1.lisp,Constant propagation and Inlining and CSE and Peephole,763586.6000782698
noop-compare-1.lisp,Constant propagation and Inlining and Peephole,751975.4999520956
noop-compare-1.lisp,Constant propagation and inlining,754879.7999334056
noop-compare-1.lisp,Inlining,767989.7997149965
noop-compare-1.lisp,Inlining and CSE,754771.2000814499
noop-compare-1.lisp,Inlining and CSE and Peephole,762553.199820104
noop-compare-1.lisp,Inlining and Peephole,778688.300124486
noop-compare-1.lisp,No optimizations,818703.0001863604
noop-compare-1.lisp,Peephole,755800.0001154142
noop-compare-2.lisp,CSE and Peephole,732344.9000978144
noop-compare-2.lisp,Common subexpression elimination,721324.1999124875
noop-compare-2.lisp,Constant Propagation and Peephole,739012.2998913284
noop-compare-2.lisp,Constant propagation,731102.5001399685
noop-compare-2.lisp,Constant propagation and CSE,741890.200151829
noop-compare-2.lisp,Constant propagation and CSE and Peephole,776461.1000311561
noop-compare-2.lisp,Constant propagation and Inlining and CSE,733243.0002861656
noop-compare-2.lisp,Constant propagation and Inlining and CSE and Peephole,721696.4000690496
noop-compare-2.lisp,Constant propagation and Inlining and Peephole,741046.5001157718
noop-compare-2.lisp,Constant propagation and inlining,729560.1000805618
noop-compare-2.lisp,Inlining,723537.90019406
noop-compare-2.lisp,Inlining and CSE,740658.9000311214
noop-compare-2.lisp,Inlining and CSE and Peephole,715079.0999730816
noop-compare-2.lisp,Inlining and Peephole,725407.8002006281
noop-compare-2.lisp,No optimizations,773908.4001514129
noop-compare-2.lisp,Peephole,754525.7001766004
noop-const-many-occurrences.lisp,CSE and Peephole,99545356.90012562
noop-const-many-occurrences.lisp,Common subexpression elimination,92521471.10018995
noop-const-many-occurrences.lisp,Constant Propagation and Peephole,71516754.09986638
noop-const-many-occurrences.lisp,Constant propagation,71915375.30015922
noop-const-many-occurrences.lisp,Constant propagation and CSE,71147486.2000614
noop-const-many-occurrences.lisp,Constant propagation and CSE and Peephole,76266432.49968764
noop-const-many-occurrences.lisp,Constant propagation and Inlining and CSE,59370950.9998007
noop-const-many-occurrences.lisp,Constant propagation and Inlining and CSE and Peephole,50159626.49995345
noop-const-many-occurrences.lisp,Constant propagation and Inlining and Peephole,50034048.29985811
noop-const-many-occurrences.lisp,Constant propagation and inlining,53830731.70014541
noop-const-many-occurrences.lisp,Inlining,50030070.9001749
noop-const-many-occurrences.lisp,Inlining and CSE,53640505.70024119
noop-const-many-occurrences.lisp,Inlining and CSE and Peephole,53125857.60002548
noop-const-many-occurrences.lisp,Inlining and Peephole,53583449.899815604
noop-const-many-occurrences.lisp,No optimizations,80305383.19981132
noop-const-many-occurrences.lisp,Peephole,70786052.29980895
noop-const.lisp,CSE and Peephole,5392117.39996972
noop-const.lisp,Common subexpression elimination,5061224.100063555
noop-const.lisp,Constant Propagation and Peephole,5066179.7999055125
noop-const.lisp,Constant propagation,5065947.399998549
noop-const.lisp,Constant propagation and CSE,5038483.099997393
noop-const.lisp,Constant propagation and CSE and Peephole,5346340.500182123
noop-const.lisp,Constant propagation and Inlining and CSE,3752037.100275629
noop-const.lisp,Constant propagation and Inlining and CSE and Peephole,3704804.000153672
noop-const.lisp,Constant propagation and Inlining and Peephole,3687239.2000077525
noop-const.lisp,Constant propagation and inlining,3815234.899957432
noop-const.lisp,Inlining,3795981.5999784037
noop-const.lisp,Inlining and CSE,3897922.300166101
noop-const.lisp,Inlining and CSE and Peephole,3711221.3998625516
noop-const.lisp,Inlining and Peephole,3692459.000012605
noop-const.lisp,No optimizations,5664465.600057156
noop-const.lisp,Peephole,4975818.30022682
nx-nested-call.lisp,CSE and Peephole,695903.2998565817
nx-nested-call.lisp,Common subexpression elimination,838564.5000089426
nx-nested-call.lisp,Constant Propagation and Peephole,714601.700019557
nx-nested-call.lisp,Constant propagation,1003716.6000984143
nx-nested-call.lisp,Constant propagation and CSE,687147.9999972507
nx-nested-call.lisp,Constant propagation and CSE and Peephole,714624.3002353003
nx-nested-call.lisp,Constant propagation and Inlining and CSE,703729.9001240171
nx-nested-call.lisp,Constant propagation and Inlining and CSE and Peephole,695302.2002562648
nx-nested-call.lisp,Constant propagation and Inlining and Peephole,714366.2998714717
nx-nested-call.lisp,Constant propagation and inlining,758109.3999760924
nx-nested-call.lisp,Inlining,1015690.9000215819
nx-nested-call.lisp,Inlining and CSE,699488.9998168219
nx-nested-call.lisp,Inlining and CSE and Peephole,687301.2000141898
nx-nested-call.lisp,Inlining and Peephole,723731.2001961982
nx-nested-call.lisp,No optimizations,1123110.399930738
nx-nested-call.lisp,Peephole,729660.3002032498
nx-nested-def.lisp,CSE and Peephole,840079.2998145334
nx-nested-def.lisp,Common subexpression elimination,725709.9998241756
nx-nested-def.lisp,Constant Propagation and Peephole,728325.9001269471
nx-nested-def.lisp,Constant propagation,993405.2999597043
nx-nested-def.lisp,Constant propagation and CSE,706725.4999128636
nx-nested-def.lisp,Constant propagation and CSE and Peephole,693492.4000233877
nx-nested-def.lisp,Constant propagation and Inlining and CSE,713072.8001357056
nx-nested-def.lisp,Constant propagation and Inlining and CSE and Peephole,704384.6999295056
nx-nested-def.lisp,Constant propagation and Inlining and Peephole,689061.6001328453
nx-nested-def.lisp,Constant propagation and inlining,779978.6002578912
nx-nested-def.lisp,Inlining,1091558.0001892522
nx-nested-def.lisp,Inlining and CSE,727681.2000782229
nx-nested-def.lisp,Inlining and CSE and Peephole,839007.7997319167
nx-nested-def.lisp,Inlining and Peephole,715958.7999922223
nx-nested-def.lisp,No optimizations,950631.6000624793
nx-nested-def.lisp,Peephole,704630.6000120239
nx-nested-if.lisp,CSE and Peephole,693509.7997484263
nx-nested-if.lisp,Common subexpression elimination,699323.3000684995
nx-nested-if.lisp,Constant Propagation and Peephole,698802.1999859484
nx-nested-if.lisp,Constant propagation,708437.2999088373
nx-nested-if.lisp,Constant propagation and CSE,701044.9000517838
nx-nested-if.lisp,Constant propagation and CSE and Peephole,692904.700190411
nx-nested-if.lisp,Constant propagation and Inlining and CSE,704286.4999675658
nx-nested-if.lisp,Constant propagation and Inlining and CSE and Peephole,719326.0000349255
nx-nested-if.lisp,Constant propagation and Inlining and Peephole,702683.4002317628
nx-nested-if.lisp,Constant propagation and inlining,716389.499939396
nx-nested-if.lisp,Inlining,720815.3001556639
nx-nested-if.lisp,Inlining and CSE,694180.6001123041
nx-nested-if.lisp,Inlining and CSE and Peephole,744424.3998179445
nx-nested-if.lisp,Inlining and Peephole,687774.7000544332
nx-nested-if.lisp,No optimizations,755554.1000328958
nx-nested-if.lisp,Peephole,738637.0998574421
ordered-inlining.lisp,CSE and Peephole,736362.2997218044
ordered-inlining.lisp,Common subexpression elimination,708428.600046318
ordered-inlining.lisp,Constant Propagation and Peephole,735027.3001065943
ordered-inlining.lisp,Constant propagation,749768.7998693436
ordered-inlining.lisp,Constant propagation and CSE,730099.1001102375
ordered-inlining.lisp,Constant propagation and CSE and Peephole,1025995.100280852
ordered-inlining.lisp,Constant propagation and Inlining and CSE,731772.3000596743
ordered-inlining.lisp,Constant propagation and Inlining and CSE and Peephole,728693.0002010195
ordered-inlining.lisp,Constant propagation and Inlining and Peephole,936490.800086176
ordered-inlining.lisp,Constant propagation and inlining,781369.300239021
ordered-inlining.lisp,Inlining,731775.7001146674
ordered-inlining.lisp,Inlining and CSE,722577.4999824353
ordered-inlining.lisp,Inlining and CSE and Peephole,780140.9999956377
ordered-inlining.lisp,Inlining and Peephole,721815.2000859845
ordered-inlining.lisp,No optimizations,857698.6998377834
ordered-inlining.lisp,Peephole,709747.2000168636
ordered_function_inlining.lisp,CSE and Peephole,713236.6001314949
ordered_function_inlining.lisp,Common subexpression elimination,719454.7997642076
ordered_function_inlining.lisp,Constant Propagation and Peephole,694699.4999452727
ordered_function_inlining.lisp,Constant propagation,705721.6000248445
ordered_function_inlining.lisp,Constant propagation and CSE,703932.9000690486
ordered_function_inlining.lisp,Constant propagation and CSE and Peephole,696653.6999243544
ordered_function_inlining.lisp,Constant propagation and Inlining and CSE,715955.3002566099
ordered_function_inlining.lisp,Constant propagation and Inlining and CSE and Peephole,703216.90000128
ordered_function_inlining.lisp,Constant propagation and Inlining and Peephole,695418.3998459484
ordered_function_inlining.lisp,Constant propagation and inlining,705617.4999888754
ordered_function_inlining.lisp,Inlining,705989.0998789342
ordered_function_inlining.lisp,Inlining and CSE,695563.6999919079
ordered_function_inlining.lisp,Inlining and CSE and Peephole,695355.8000532212
ordered_function_inlining.lisp,Inlining and Peephole,698563.2000578335
ordered_function_inlining.lisp,No optimizations,734859.4001086894
ordered_function_inlining.lisp,Peephole,745455.699870945
pair_empty.lisp,CSE and Peephole,743179.1000271915
pair_empty.lisp,Common subexpression elimination,686668.5002023587
pair_empty.lisp,Constant Propagation and Peephole,717500.6001489237
pair_empty.lisp,Constant propagation,704344.5999443065
pair_empty.lisp,Constant propagation and CSE,714607.1999159176
pair_empty.lisp,Constant propagation and CSE and Peephole,718616.7000327259
pair_empty.lisp,Constant propagation and Inlining and CSE,697007.3998672888
pair_empty.lisp,Constant propagation and Inlining and CSE and Peephole,998941.1999413278
pair_empty.lisp,Constant propagation and Inlining and Peephole,722242.4999781651
pair_empty.lisp,Constant propagation and inlining,689930.1999510499
pair_empty.lisp,Inlining,707250.4999086959
pair_empty.lisp,Inlining and CSE,715239.9000915466
pair_empty.lisp,Inlining and CSE and Peephole,707747.3997924244
pair_empty.lisp,Inlining and Peephole,730385.1001779549
pair_empty.lisp,No optimizations,731005.2998946048
pair_empty.lisp,Peephole,690716.600001906
partition_1.lisp,CSE and Peephole,1702103.4997014794
partition_1.lisp,Common subexpression elimination,2056785.3000102334
partition_1.lisp,Constant Propagation and Peephole,1991183.9000997134
partition_1.lisp,Constant propagation,1201047.699942137
partition_1.lisp,Constant propagation and CSE,1768973.2998405814
partition_1.lisp,Constant propagation and CSE and Peephole,838681.2998651294
partition_1.lisp,Constant propagation and Inlining and CSE,832573.7999257399
partition_1.lisp,Constant propagation and Inlining and CSE and Peephole,823518.500328646
partition_1.lisp,Constant propagation and Inlining and Peephole,816768.9000401879
partition_1.lisp,Constant propagation and inlining,1400462.3000801075
partition_1.lisp,Inlining,1291574.7000079136
partition_1.lisp,Inlining and CSE,1274842.899874784
partition_1.lisp,Inlining and CSE and Peephole,824648.5998824937
partition_1.lisp,Inlining and Peephole,1198553.1000391347
partition_1.lisp,No optimizations,1198042.200121563
partition_1.lisp,Peephole,1446040.299924789
peephole-basic-tji6.lisp,CSE and Peephole,714998.9996833028
peephole-basic-tji6.lisp,Common subexpression elimination,738674.6998236049
peephole-basic-tji6.lisp,Constant Propagation and Peephole,706914.3997796346
peephole-basic-tji6.lisp,Constant propagation,739002.2998151835
peephole-basic-tji6.lisp,Constant propagation and CSE,762364.300317131
peephole-basic-tji6.lisp,Constant propagation and CSE and Peephole,693155.6999916211
peephole-basic-tji6.lisp,Constant propagation and Inlining and CSE,741479.3999487301
peephole-basic-tji6.lisp,Constant propagation and Inlining and CSE and Peephole,716240.2998801554
peephole-basic-tji6.lisp,Constant propagation and Inlining and Peephole,706644.3999065086
peephole-basic-tji6.lisp,Constant propagation and inlining,733043.6001211638
peephole-basic-tji6.lisp,Inlining,735315.7998295501
peephole-basic-tji6.lisp,Inlining and CSE,746171.2000804255
peephole-basic-tji6.lisp,Inlining and CSE and Peephole,697184.8000830505
peephole-basic-tji6.lisp,Inlining and Peephole,704081.2000923324
peephole-basic-tji6.lisp,No optimizations,790971.100286697
peephole-basic-tji6.lisp,Peephole,694336.3998288987
peephole-basic-tji6.out.lisp,CSE and Peephole,661492.1003347263
peephole-basic-tji6.out.lisp,Common subexpression elimination,656279.4002093142
peephole-basic-tji6.out.lisp,Constant Propagation and Peephole,664576.3998676557
peephole-basic-tji6.out.lisp,Constant propagation,783601.8998204963
peephole-basic-tji6.out.lisp,Constant propagation and CSE,701443.1997959036
peephole-basic-tji6.out.lisp,Constant propagation and CSE and Peephole,684838.7001809897
peephole-basic-tji6.out.lisp,Constant propagation and Inlining and CSE,666232.0000032196
peephole-basic-tji6.out.lisp,Constant propagation and Inlining and CSE and Peephole,659716.8001462705
peephole-basic-tji6.out.lisp,Constant propagation and Inlining and Peephole,661429.000319913
peephole-basic-tji6.out.lisp,Constant propagation and inlining,656588.899801136
peephole-basic-tji6.out.lisp,Inlining,669406.9001241587
peephole-basic-tji6.out.lisp,Inlining and CSE,664218.699967023
peephole-basic-tji6.out.lisp,Inlining and CSE and Peephole,668196.5998723172
peephole-basic-tji6.out.lisp,Inlining and Peephole,708863.0001817364
peephole-basic-tji6.out.lisp,No optimizations,705049.8999888077
peephole-basic-tji6.out.lisp,Peephole,675342.8999218158
peephole.lisp,CSE and Peephole,725527.000031434
peephole.lisp,Common subexpression elimination,1323960.100125987
peephole.lisp,Constant Propagation and Peephole,1064983.3002389641
peephole.lisp,Constant propagation,808139.7001660662
peephole.lisp,Constant propagation and CSE,944689.0002436703
peephole.lisp,Constant propagation and CSE and Peephole,693436.2001629779
peephole.lisp,Constant propagation and Inlining and CSE,698064.3000133568
peephole.lisp,Constant propagation and Inlining and CSE and Peephole,718247.9999755742
peephole.lisp,Constant propagation and Inlining and Peephole,702917.9996607127
peephole.lisp,Constant propagation and inlining,844239.1001153737
peephole.lisp,Inlining,936387.0001834584
peephole.lisp,Inlining and CSE,989164.4000163069
peephole.lisp,Inlining and CSE and Peephole,692409.7997398349
peephole.lisp,Inlining and Peephole,717951.3999290066
peephole.lisp,No optimizations,747181.0000424739
peephole.lisp,Peephole,1190126.9001100445
read_inline.lisp,CSE and Peephole,723706.699864124
read_inline.lisp,Common subexpression elimination,729170.400154544
read_inline.lisp,Constant Propagation and Peephole,720681.9998827996
read_inline.lisp,Constant propagation,720954.5998193789
read_inline.lisp,Constant propagation and CSE,717336.2999310484
read_inline.lisp,Constant propagation and CSE and Peephole,735195.6999627873
read_inline.lisp,Constant propagation and Inlining and CSE,748160.3999622166
read_inline.lisp,Constant propagation and Inlining and CSE and Peephole,720278.6997368094
read_inline.lisp,Constant propagation and Inlining and Peephole,724474.7001095675
read_inline.lisp,Constant propagation and inlining,718608.2999396604
read_inline.lisp,Inlining,714637.2998249717
read_inline.lisp,Inlining and CSE,758353.3999422798
read_inline.lisp,Inlining and CSE and Peephole,746530.8000973891
read_inline.lisp,Inlining and Peephole,710017.6000676583
read_inline.lisp,No optimizations,746600.8999472251
read_inline.lisp,Peephole,790641.5001343703
readnum-constant-prop.lisp,CSE and Peephole,736324.2999417707
readnum-constant-prop.lisp,Common subexpression elimination,721850.3000331111
readnum-constant-prop.lisp,Constant Propagation and Peephole,743860.2999172872
readnum-constant-prop.lisp,Constant propagation,724054.4000524096
readnum-constant-prop.lisp,Constant propagation and CSE,768369.4999286672
